referenced_idv_piid,piid,composite_key,sub_index,contract_number,uei,name,hours_invoiced,fte
47PC0220D0007,47PC0222F0038,47PC0220D0007~47PC0222F0038,1,22-007.1,JU99AKWFCUQ5,Newmark Solutions Corp.,3136,1.5
47PC0220D0007,47PC0222F0039,47PC0220D0007~47PC0222F0039,1,22-011.1,LARXVWMAKAA3,"ALL PRO MANAGEMENT, LLC",248,0.11
47PC0220D0007,47PC0222F0039,47PC0220D0007~47PC0222F0039,2,22-011.1,PU48Q3YF3JY8,ASHNIC MECHANICAL INC.,720,0.34
47PC0220D0007,47PC0222F0039,47PC0220D0007~47PC0222F0039,3,22-011.1,Z9L2ZLUL3PN1,"Ssesco, Inc.",152,0.07
47PC0220D0007,47PC0223F0004,47PC0220D0007~47PC0223F0004,1,22-015.1,J8KYNT7E8CA7,ARCOLITE LLC,880,0.42
47PC0220D0007,47PC0223F0056,47PC0220D0007~47PC0223F0056,1,23-007.1,JU99AKWFCUQ5,Newmark Solutions Corp.,320,0.15
47PC0220D0007,47PC0322F0002,47PC0220D0007~47PC0322F0002,1,21-016.1,J8KYNT7E8CA7,ARCOLITE LLC,1468,0.7
47PC0220D0007,47PC0322F0002,47PC0220D0007~47PC0322F0002,2,21-016.1,L3AUBG5U6KD3,Sajiun Electric Inc. ,402,0.19
47PC0220D0008,47PA0322F0017,47PC0220D0008~47PA0322F0017,1,001,PN5CKYKJFFE1,"Universal Heating & Air Conditioning, Inc. ",30,0.01
47PC0220D0008,47PC0221F0037,47PC0220D0008~47PC0221F0037,1,002,ES1YHXDSDJV7,H VAK MECHANICAL CORP,364,0.17
